2,8108580,recv,1
2,8110676,recv,2
2,8108580,recv,3
2,8110676,recv,4
1,8108580,recv,1
1,8110676,recv,2
2,8108580,recv,5
2,8110676,recv,6
1,8108580,recv,3
1,8110676,recv,4
2,8108580,recv,7
2,8110676,recv,8
1,8108580,recv,5
1,8110676,recv,6
2,8108580,recv,9
2,8110676,recv,10
1,8108580,recv,7
1,8110676,recv,8
2,8108580,recv,11
2,8110676,recv,12
1,8108580,recv,9
1,8110676,recv,10
2,8108580,recv,13
2,8110676,recv,14
1,8108580,recv,11
1,8110676,recv,12
2,8108580,recv,15
2,8110676,recv,16
1,8108580,recv,13
1,8110676,recv,14
2,8108580,recv,17
2,8110676,recv,18
1,8108580,recv,15
1,8110676,recv,16
2,8108580,recv,19
2,8110676,recv,20
