8,6081084,send,1
9,6081084,send,1
10,6081084,send,1
11,6081084,send,1
12,6081084,send,1
13,6081084,send,1
14,6081084,send,1
8,6083528,send,2
9,6083528,send,2
10,6083528,send,2
11,6083528,send,2
12,6083528,send,2
8,6081084,send,3
13,6083528,send,2
14,6083528,send,2
9,6081084,send,3
10,6081084,send,3
11,6081084,send,3
12,6081084,send,3
8,6083528,send,4
13,6081084,send,3
14,6081084,send,3
9,6083528,send,4
10,6083528,send,4
11,6083528,send,4
12,6083528,send,4
8,6081084,send,5
13,6083528,send,4
14,6083528,send,4
9,6081084,send,5
10,6081084,send,5
11,6081084,send,5
12,6081084,send,5
8,6083528,send,6
14,6081084,send,5
13,6081084,send,5
9,6083528,send,6
10,6083528,send,6
11,6083528,send,6
12,6083528,send,6
14,6083528,send,6
13,6083528,send,6
