3,11192068,recv,1
6,11192068,recv,1
1,11192068,recv,1
2,11192068,recv,1
4,11192068,recv,1
3,11192068,recv,2
6,11192068,recv,2
1,11192068,recv,2
2,11192068,recv,2
5,11192068,recv,1
4,11192068,recv,2
3,11192068,recv,3
6,11192068,recv,3
1,11192068,recv,3
2,11192068,recv,3
5,11192068,recv,2
4,11192068,recv,3
3,11192068,recv,4
1,11192068,recv,4
2,11192068,recv,4
6,11192068,recv,4
5,11192068,recv,3
4,11192068,recv,4
3,11192068,recv,5
1,11192068,recv,5
2,11192068,recv,5
6,11192068,recv,5
5,11192068,recv,4
4,11192068,recv,5
5,11192068,recv,5
